category,table,column,kind,dtype,m_data_type,m_unit,m_null_meaning,m_description,has_metadata,all_null,dtype_mismatch,n_rows,example,min,max,mean,median,mode,std,distinct,nulls,null_pct,zeros,negatives
Energidrikke,dim_product,ecology,text,object,string,N/A,,Ecology / organic indicator for the product (energy drinks dataset). Identifies products marketed as organic or eco-certified.,True,False,False,1271,IKKE ØKOLOGISK,ECOLOGY,IKKE ØKOLOGISK,13.0 chars,14 chars,IKKE ØKOLOGISK,835x,4,0,0.0,,
Energidrikke,dim_product,energy_drinks_vitamin_drinks,text,object,string,N/A,,Subset flag identifying products that are either energy drinks or vitamin drinks (excludes sports drinks). Used to roll up the energy+vitamin universe.,True,False,False,1271,ENERGIDRIKKE + VITAMINDRIKKE,NOT APPLICABLE,ENERGIDRIKKE + VITAMINDRIKKE,26.7 chars,28 chars,ENERGIDRIKKE + VITAMINDRIKKE,"1,156x",2,0,0.0,,
Energidrikke,dim_product,energy_drinks,text,float64,string,N/A,,Subset flag identifying products that are pure energy drinks (excludes vitamin drinks and sports drinks).,True,True,False,1271,,,,,,,,0,"1,271",100.0,,
Energidrikke,dim_product,private_label,text,object,string,N/A,,"Flag indicating whether the product is a retailer private label (e.g. Coop's 365, REMA 1000 own brand) versus a branded manufacturer product.",True,False,False,1271,NON PRIVATE LABEL,PRIVATE LABEL,NON PRIVATE LABEL,16.9 chars,17 chars,NON PRIVATE LABEL,"1,240x",2,0,0.0,,
Energidrikke,dim_product,controlled_label,text,float64,string,N/A,,Flag indicating whether the product is a controlled label — a brand owned by a retailer but marketed under a distinct name (between private label and full national brand).,True,True,False,1271,,,,,,,,0,"1,271",100.0,,
Energidrikke,dim_product,product_hierarchy_number,numeric,int64,string,N/A,NULL = hierarchy metadata not populated,Dedup key within a hierarchy level. At level 1 (category) there are typically multiple rows representing different total cuts of the category — ALWAYS filter to product_hierarchy_number = '1' for the canonical category total. At other levels typically '1'. Never NULL.,True,False,True,1271,1,1,1,1,1,1,0,1,0,0.0,0,0
Energidrikke,dim_product,product_hierarchy_level,numeric,int64,string,N/A,NULL = hierarchy metadata not populated,"Depth level of the product in the hierarchy. Level 1 = category total, Level 2 = manufacturer/corporation, Level 3 = brand, ... Level 10 = individual UPC/SKU. CRITICAL for avoiding double-counting: never sum metrics across hierarchy levels. Never NULL.",True,False,True,1271,10,10,10,10,10,10,0,1,0,0.0,0,0
Energidrikke,dim_product,product_hierarchy_level_name,text,object,string,N/A,NULL = hierarchy metadata not populated,"Human-readable name of the hierarchy level. Values vary by category: CSD uses 'CSD', 'MANUFACTURER', 'BRAND', 'RU SUBBRAND', 'RU VARIANT', 'UPC'. Beer uses similar labels. Use this column to filter to the desired aggregation level (e.g. WHERE product_hierarchy_level_name = 'BRAND'). Never NULL.",True,False,False,1271,UPC,UPC,UPC,3.0 chars,3 chars,UPC,"1,271x",1,0,0.0,,
Energidrikke,dim_product,manufacturer,text,object,string,N/A,,Manufacturer of the product as classified by Nielsen. One level below the corporation grouping in the standard Nielsen product hierarchy.,True,False,False,1271,MONSTER BEVERAGE CORPORATION,LIDL,OLGERDIN EGILL SKALLAGRIMSSON,14.6 chars,13 chars,ROYAL UNIBREW,285x,53,0,0.0,,
Energidrikke,dim_period,period_id,numeric,int64,string,N/A,not nullable,Foreign key to the Period dimension. Joins facts to period metadata. Never NULL.,True,False,True,43,41096,38955,46904,4.15e+04,40696,38955,2244,43,0,0.0,0,0
Energidrikke,dim_period,period_short_description,text,object,string,N/A,,Nielsen's original short label for the period as delivered (e.g. 'Jan 26'). Raw value preserved from Nielsen delivery.,True,False,False,43,Dec 25 - 5 w/e 28/12/25,Dec 25 - 5 w/e 28/12/25,Dec 25 - 5 w/e 28/12/25,23.0 chars,23 chars,Apr 23 - 4 w/e 30/04/23,1x,43,0,0.0,,
Energidrikke,dim_period,period_long_description,text,object,string,N/A,,Nielsen's original long label for the period as delivered. Human readable.,True,False,False,43,Dec 25 - 5 w/e 28/12/25,Dec 25 - 5 w/e 28/12/25,Dec 25 - 5 w/e 28/12/25,23.0 chars,23 chars,Apr 23 - 4 w/e 30/04/23,1x,43,0,0.0,,
Energidrikke,dim_period,period_end_date,text,object,date,N/A,not nullable,The last calendar day of the measurement period. Nielsen Denmark uses monthly periods built on a 4-4-5 week pattern. Use this column for time-series ordering and chart axes.,True,False,False,43,2025-12-28,2025-12-28,2025-12-28,10.0 chars,10 chars,2023-01-29,1x,43,0,0.0,,
Energidrikke,dim_period,nielsen_calendar,text,object,string,N/A,,Nielsen calendar identifier (e.g. monthly calendar). Indicates which Nielsen periodicity calendar this period belongs to.,True,False,False,43,12F_445,12F_445,12F_445,7.0 chars,7 chars,12F_445,43x,1,0,0.0,,
Energidrikke,dim_period,nielsen_periodicity,text,object,string,N/A,,Periodicity label / display folder used by Nielsen to group periods (e.g. monthly). Used for organizing periods in delivery folders.,True,False,False,43,Months,Months,Months,6.0 chars,6 chars,Months,43x,1,0,0.0,,
Energidrikke,dim_period,period_year,numeric,int64,int,years,not nullable,"Calendar year (integer, e.g. 2026) when the ENERGIDRIKKE facts row was generated. Derived from period_end_date.",True,False,False,43,2025,2023,2026,2024,2024,2023,1.063,4,0,0.0,0,0
Energidrikke,dim_period,period_month,numeric,int64,int,months,not nullable,Calendar month number 1-12 when the ENERGIDRIKKE facts row was generated.,True,False,False,43,12,1,12,6.093,6,1,3.428,12,0,0.0,0,0
Energidrikke,dim_period,date_key,text,object,string,N/A,not nullable,Combination of month and year as a single label (e.g. 'January 2026') for the ENERGIDRIKKE facts row.,True,False,False,43,December 2025,May 2024,September 2025,11.0 chars,11 chars,April 2023,1x,43,0,0.0,,
Energidrikke,dim_market,market_id,numeric,int64,string,N/A,not nullable,Foreign key to the Market dimension. Joins facts to market metadata. Never NULL.,True,False,True,86,2195816,1255956,2195818,1.422e+06,1262121,1255956,2.468e+05,86,0,0.0,0,0
Energidrikke,dim_market,market_description,text,object,string,N/A,,"Human-readable name of the Nielsen market (retail chain, channel, or aggregate universe), e.g. 'DVH INCL. HD', 'COOP DK', 'Lidl'. Used for display and filtering.",True,False,False,86,FØTEX FOOD,Q8,DVH EXCL. HD - REGION 2: ZEALAND EXCL. CAPITAL AREA,23.0 chars,20 chars,7-ELEVEN,1x,86,0,0.0,,
Energidrikke,dim_market,market_hierarchy_level,text,float64,string,N/A,NULL = hierarchy metadata not populated,Depth level of this market in Nielsen's Denmark retail hierarchy tree. Level 1 = top aggregate (e.g. DVH INCL. HD); higher numbers = more granular (individual chains/banners). Used to define parent-child relationships between markets. NOTE: currently observed to be NULL across the data — this is a known issue under investigation.,True,True,False,86,,,,,,,,0,86,100.0,,
Energidrikke,dim_market,market_hierarchy_number,text,float64,string,N/A,NULL = hierarchy metadata not populated,Numeric identifier for the market's position within its hierarchy level. Combined with market_hierarchy_level to define the market tree. NOTE: currently observed NULL — known issue under investigation.,True,True,False,86,,,,,,,,0,86,100.0,,
Energidrikke,dim_market,market_hierarchy_name,text,float64,string,N/A,NULL = hierarchy metadata not populated,"Human-readable name of the hierarchy level (e.g. 'Total Grocery', 'Retail Chain', 'Channel'). NOTE: currently observed NULL — known issue under investigation.",True,True,False,86,,,,,,,,0,86,100.0,,
Energidrikke,dim_market,market_hierarchy_column,text,float64,string,N/A,NULL = hierarchy metadata not populated,"Internal Nielsen reference indicating which hierarchy column this market belongs to. Technical metadata, not for end-user display. NOTE: currently observed NULL — known issue under investigation.",True,True,False,86,,,,,,,,0,86,100.0,,
RTD,facts,market_id,numeric,int64,string,N/A,not nullable,Foreign key to the Market dimension. Joins facts to market metadata. Never NULL.,True,False,True,2409362,1586011,1255956,2195818,1.411e+06,1262120,1262102,2.185e+05,86,0,0.0,0,0
RTD,facts,period_id,numeric,int64,string,N/A,not nullable,Foreign key to the Period dimension. Joins facts to period metadata. Never NULL.,True,False,True,2409362,46612,39522,46904,4.159e+04,40697,40205,2174,41,0,0.0,0,0
RTD,facts,product_id,numeric,int64,string,N/A,not nullable,Foreign key to the Product dimension. Joins facts to product metadata. Never NULL.,True,False,True,2409362,120403,1,121748,1.599e+04,1760,1,3.224e+04,"2,644",0,0.0,0,0
RTD,facts,sales_value,numeric,float64,double,DKK,,Total sales out of store expressed in Danish Krone (DKK). Consumer retail price including VAT (point-of-sale scanner data). This is the TOTAL — promo + non-promo combined. NULL = no data for this market/product/period combination.,True,False,False,2409362,18740.4,-2.727e+04,7.666e+07,2.71e+05,3671,0,2e+06,"500,782",0,0.0,"109,716",978
RTD,facts,sales_in_liters,numeric,float64,double,liters,,Total sales out of store expressed in litres. Includes both promo and non-promo volume. NULL = no data for this combination.,True,False,False,2409362,134.8,-391.6,2.088e+06,7186,54.45,0,5.669e+04,"302,324",0,0.0,"109,921",880
RTD,facts,sales_units,numeric,float64,double,units,,Total sales out of store expressed in consumer purchase units (individual packs / bottles / cans as scanned at checkout). Includes both promo and non-promo. NULL = no data.,True,False,False,2409362,674.0,-1424,6.824e+06,2.392e+04,133.8,0,1.906e+05,"242,346",0,0.0,"109,921",880
RTD,facts,baseline_sales_value,numeric,float64,double,DKK,,"Modeled value sales (DKK) that would have occurred in the absence of any promotions, calculated using Nielsen's proprietary baseline model. Includes non-promoted actual sales plus estimated sales that would have happened without promo support. CAN exceed actual sales_value when promotions had a negative incremental effect. Relationship: incremental_value = sales_value - baseline_sales_value. NULL = baseline not modeled for this combination (e.g. promo not tracked in this market).",True,False,False,2409362,874.0,0,4.051e+07,2.495e+05,5470,0,1.49e+06,"155,601","1,783,900",74.0,"1,288",0
RTD,facts,baseline_sales_in_liters,numeric,float64,double,liters,,Modeled volume in litres that would have occurred without promotions. Same baseline-model logic as baseline_sales_value. NULL = not modeled.,True,False,False,2409362,22.4,0,4.238e+06,6920,79.89,1.5,6.388e+04,"143,353","1,783,900",74.0,"1,293",0
RTD,facts,baseline_sales_units,numeric,float64,double,units,,Modeled units that would have occurred without promotions. NULL = not modeled.,True,False,False,2409362,112.0,0,2.79e+06,1.807e+04,197.4,1,1.098e+05,"142,464","1,783,900",74.0,"1,293",0
RTD,facts,baseline_sales_value_any_promo,numeric,float64,double,DKK,,Baseline value sales (DKK) attributed specifically to the promoted portion. Used together with sales_value_any_promo to calculate promotional efficiency (PEI = Promotional Efficiency Index). NULL = not modeled.,True,False,False,2409362,2262.1801,0,2.107e+07,1.108e+05,423.3,0,6.857e+05,"101,717","1,783,900",74.0,"260,766",0
RTD,facts,baseline_sales_in_liters_any_promo,numeric,float64,double,liters,,Baseline volume in litres for the promoted portion. NULL = not modeled.,True,False,False,2409362,51.7477,0,4.589e+05,2441,5.371,0,1.549e+04,"100,094","1,783,900",74.0,"260,765",0
RTD,facts,baseline_sales_units_any_promo,numeric,float64,double,units,,Baseline units for the promoted portion. NULL = not modeled.,True,False,False,2409362,156.8111,0,1.516e+06,8106,14.32,0,5.096e+04,"101,129","1,783,900",74.0,"260,765",0
RTD,facts,sales_value_any_promo,numeric,float64,double,DKK,,"Value of sales (DKK) made on any type of promotion (TPR, display, feature, or any combination). Subset of sales_value: total = promo + non-promo. NOT applicable in Total Market incl Hard Discount (Lidl is cash-slip only). A small number of fact rows show promo slightly exceeding total due to rounding (<1,000 DKK); cap with MIN(promo, total) when displaying. NULL = promo not tracked for this combination.",True,False,False,2409362,293.5,-1.361e+05,5.192e+07,2.531e+05,1226,0,1.719e+06,"103,740","1,783,900",74.0,"244,225",165
RTD,facts,sales_in_liters_any_promo,numeric,float64,double,liters,,Volume in litres sold on any type of promotion. Subset of sales_in_liters. NULL = promo not tracked. Not applicable in Total Market incl Hard Discount.,True,False,False,2409362,8.6,-2.876e+04,1.651e+06,7298,18.59,0,5.304e+04,"96,050","1,783,900",74.0,"244,224",296
RTD,facts,sales_units_any_tpr,numeric,float64,double,units,,Units sold specifically on Temporary Price Reduction (TPR). TPR is a subset of 'any promo'. NULL = TPR not tracked.,True,False,False,2409362,43.0,-2.172e+05,5.342e+06,1.962e+04,14.5,0,1.536e+05,"85,926","1,783,900",74.0,"286,246",325
RTD,facts,numeric_distribution,numeric,float64,double,fraction (0-1),,"Average WEEKLY percentage of stores where the product was sold for the chosen period, stored as a fraction 0-1 (multiply by 100 for %). Measures physical availability regardless of store size. Example: 0.45 means the product was sold in 45% of stores on average per week. NULL = not measured (e.g. aggregate product hierarchy levels, or cash-slip markets like Lidl).",True,False,False,2409362,0.1884,5.2e-05,1,0.1852,0.03328,1,0.2914,"254,334","267,272",11.1,0,0
RTD,facts,numeric_distribution_reach,numeric,float64,double,fraction (0-1),,"Percentage of stores that sold the selected product at ANY point during the entire selected period (not weekly average), stored as a fraction 0-1. Higher than numeric_distribution because a store only needs to sell once in the period to count. NULL = not measured.",True,False,False,2409362,0.2029,0,1,0.2346,0.05663,0,0.3297,"222,458","166,501",6.9,"100,771",0
RTD,facts,weighted_distribution,numeric,float64,double,fraction (0-1),,"Average WEEKLY percentage of total CATEGORY TURNOVER (value sales) accounted for by stores that sold the selected product, ACV-weighted (All Commodity Volume). Stored as a fraction 0-1. Example: 0.85 = stores carrying this product represent 85% of category sales. More meaningful than numeric distribution because it weights by store importance. NOT additive across products. ~16.7% of CSD fact rows are NULL (aggregate levels, cash-slip markets like Lidl, or new products mid-period).",True,False,False,2409362,0.4517,-0.0361,1.065,0.2414,0.07571,1,0.3228,"358,537","267,323",11.1,0,273
RTD,facts,weighted_distribution_reach,numeric,float64,double,fraction (0-1),,"Percentage of total category turnover accounted for by stores that sold the selected product at ANY point during the entire period, stored as a fraction 0-1. Reach version: any single sale in the period qualifies the store. Always >= weighted_distribution. NULL = not measured.",True,False,False,2409362,0.478,-0.03256,1.055,0.3005,0.1313,1,0.3521,"349,119","267,544",11.1,0,101
RTD,facts,total_weighted_distribution_points_tdp_reach,numeric,float64,double,decimal (0+),,Total Distribution Points (TDP). Sum of weighted distribution across all items within a brand/product group that were sold at any point during the period (reach). Measures BREADTH of assortment weighted by store importance. Example: a brand with 5 SKUs each at 0.80 weighted-distribution-reach has TDP ~4.0. NOT a percentage and NOT bounded by 1 — do NOT multiply by 100. NULL = not measured.,True,False,False,2409362,1.9742,-0.03256,98.8,1.573,0.1458,1,6.244,"470,989","267,520",11.1,0,101
RTD,facts,number_of_items_reach,numeric,float64,double,items,,"Number of distinct UPC items (SKUs) within the selected product group that were sold at any point during the period (reach). Measures assortment BREADTH. Only meaningful at aggregate product levels (brand, manufacturer); NULL at the UPC level.",True,False,False,2409362,56.0,0.565,9.76e+04,509.6,21,1,3241,"137,535","251,867",10.5,0,0
RTD,facts,avg_number_of_stores_selling_reach,numeric,float64,double,stores,,Average number of stores in the universe that sold the product at any point during the period. Reach-based: a store counts if it sold at least once. Compare against universe_number_of_stores to derive % distribution.,True,False,False,2409362,14.0,0,3708,100.5,16,1,259.4,"107,706","150,409",6.2,"101,458",0
RTD,facts,universe_number_of_stores,numeric,float64,double,stores,,"Total number of physical stores in the selected market universe. Market-level attribute, NOT product-specific — same value for all products within a given market. NULL = not available for this market.",True,False,False,2409362,69.0,1,4002,724.1,365.2,18,921.6,"1,752",0,0.0,0,0
RTD,facts,avg_no_of_items_per_store_reach,numeric,float64,double,items,,"Average number of items (SKUs) a brand/manufacturer/segment has per store, computed across stores that carry at least one item. Measures DEPTH of assortment per store.",True,False,False,2409362,4.0,0.6042,97.33,2.131,1,1,4.974,"73,316","251,867",10.5,0,0
RTD,facts,weighted_distribution_any_promo,numeric,float64,double,fraction (0-1),,Percentage of category turnover (fraction 0-1) accounted for by stores that sold the product ON PROMOTION in the period. Subset of weighted_distribution. NULL = promo not tracked. Not applicable in Total Market incl Hard Discount.,True,False,False,2409362,0.0284,-0.03348,1.073,0.2968,0.1571,1,0.3179,"111,267","2,028,125",84.2,0,35
RTD,facts,weighted_distribution_disp_and_feat,numeric,float64,double,fraction (0-1),,Percentage of category turnover (fraction 0-1) accounted for by stores that sold the product with BOTH display AND feature (in-store flyer/ad) simultaneously. The strongest promotional signal. NULL = not tracked.,True,False,False,2409362,0.0277,-0.1745,0.9292,0.118,0.05971,0.03521,0.1473,"43,105","2,279,014",94.6,0,57
RTD,facts,weighted_distribution_disp_wo_feat,numeric,float64,double,fraction (0-1),,Percentage of category turnover (fraction 0-1) accounted for by stores that sold the product with display only (without accompanying feature advertising). NULL = not tracked.,True,False,False,2409362,0.1858,-0.07184,1,0.1349,0.05341,1,0.1963,"83,964","2,115,601",87.8,0,74
RTD,facts,weighted_distribution_feat_wo_disp,numeric,float64,double,fraction (0-1),,Percentage of category turnover (fraction 0-1) accounted for by stores that sold the product with feature/flyer only (without accompanying secondary display). NULL = not tracked.,True,False,False,2409362,0.0634,-0.06879,1.006,0.2446,0.175,1,0.2286,"55,640","2,250,221",93.4,0,22
RTD,facts,weighted_distribution_total_feat,numeric,float64,double,fraction (0-1),,Percentage of category turnover (fraction 0-1) accounted for by stores that promoted the product with any in-store FEATURE/FLYER (with or without accompanying display). NULL = not tracked.,True,False,False,2409362,0.0634,-0.1068,1.01,0.2878,0.2227,1,0.2455,"55,050","2,249,126",93.3,0,24
RTD,facts,weighted_distribution_any_disp,numeric,float64,double,fraction (0-1),,"Percentage of category turnover (fraction 0-1) accounted for by stores that sold the product on ANY secondary display (endcap, floor stand, dump bin, pallet, etc.) in the period. NULL = display not tracked.",True,False,False,2409362,0.1858,-0.1745,1,0.1622,0.06846,1,0.2195,"88,556","2,108,363",87.5,0,90
RTD,facts,weighted_distribution_any_tpr,numeric,float64,double,fraction (0-1),,Percentage of category turnover (fraction 0-1) accounted for by stores that sold the product on Temporary Price Reduction (TPR) in the period. TPR = any price cut from regular shelf price. Subset of promotional distribution. NULL = TPR not tracked.,True,False,False,2409362,0.0284,-0.05847,1.052,0.2674,0.1293,1,0.3052,"99,796","2,070,215",85.9,0,35
RTD,dim_product,product_id,numeric,int64,string,N/A,not nullable,Foreign key to the Product dimension. Joins facts to product metadata. Never NULL.,True,False,True,728,1724,48,121748,3.24e+04,2179,48,4.56e+04,728,0,0.0,0,0
RTD,dim_product,rtd_cider,text,object,string,N/A,,"Top-level classification for the RTD dataset, distinguishing RTD (ready-to-drink) cocktails from cider. Equivalent to a 'category' label in this dataset.",True,False,False,728,RTD / CIDER,RTD / CIDER,RTD / CIDER,11.0 chars,11 chars,RTD / CIDER,728x,1,0,0.0,,
RTD,dim_product,corporation_1,text,object,string,N/A,,Top-level corporate grouping (energidrikke/RTD datasets). Same concept as corporation_ru_1 (CSD) and corporation_ru (beer) — naming inconsistency. NULL at aggregate levels.,True,False,False,728,CARLSBERG,LIDL,MARK ANTHONY BRANDS INTERNATIONAL,13.2 chars,13 chars,CARLSBERG,162x,75,0,0.0,,
RTD,dim_product,brand,text,object,string,N/A,,Brand name as classified by Nielsen. The brand level sits below manufacturer and above sub-brand / variant in the product hierarchy.,True,False,False,728,BREEZER,MIL,LES GRANDS CHAIS DE FRANCE,9.1 chars,8 chars,SOMERSBY,81x,110,0,0.0,,
RTD,dim_product,subsegment,text,object,string,N/A,,Finer segmentation below segment in the product hierarchy. Hierarchical CHILD of segment (e.g. segment='PILSNER' > subsegment='PREMIUM PILSNER').,True,False,False,728,RTD,RTD,CIDER,3.6 chars,3 chars,RTD,495x,2,0,0.0,,
RTD,dim_product,subbrands,text,object,string,N/A,,Sub-brand grouping below brand in the product hierarchy. Distinguishes brand extensions and line variants.,True,False,False,728,BREEZER,NA,KOSKENKORVA PASSIONFRUIT SPRITZ,10.5 chars,10 chars,OTHERS,105x,103,0,0.0,,
RTD,dim_product,ru_variant,text,object,string,N/A,,Royal Unibrew internal variant grouping. Below sub-brand in the RU-defined product hierarchy. Distinguishes flavour/format/recipe variants within a sub-brand.,True,False,False,728,BREEZER LIME,LIDL,SERVED COCKTAIL BY NOHRLUND RASPBERRY/PEACH COLLINS,18.3 chars,18 chars,OEVRIGE,86x,302,0,0.0,,
RTD,dim_product,packaging,text,object,string,N/A,,"Packaging description for the product (e.g. 'CAN', 'PET', 'GLASS'). Captures the primary container type.",True,False,False,728,MULTIPAK FLASKER (7+),ANDRE,MULTIPAK FLASKER (7+),12.9 chars,13 chars,1 STK FLASKER,410x,7,0,0.0,,
RTD,dim_product,item,text,object,string,N/A,,"Item description — the canonical Nielsen item label, typically combining brand + variant + size + packaging.",True,False,False,728,BREEZER LIME 4% 24 STK 24*27.5 CL,SPRITZ 0.4% 75 CL,ISH ALKOHOLFRI RTD MIX SPRITZ/MOJITO/G&T/EPRES 4 STK 4*25 CL,34.4 chars,34 chars,SOMERSBY APPLE 4.5% DÅSE 33 CL,10x,508,0,0.0,,
RTD,dim_product,upc,text,object,string,N/A,,Universal Product Code / barcode of the SKU. Lowest level of the product hierarchy (one row per UPC).,True,False,False,728,5010677551298,200181893386,0000025009705BP1,12.9 chars,13 chars,5715008001014,4x,617,0,0.0,,
RTD,dim_product,ru_price_segment,text,object,string,N/A,,Royal Unibrew internal price segment classification. RU-defined price tier used for internal portfolio analysis.,True,False,False,728,NA,NA,NA,2.0 chars,2 chars,NA,728x,1,0,0.0,,
RTD,dim_product,ru_size,text,object,string,N/A,,Royal Unibrew internal size grouping (RTD / beer). Buckets pack sizes into RU-defined ranges.,True,False,False,728,101-,101-,29.6-35.5 CL,8.3 chars,8 chars,27-29.5 CL,125x,7,0,0.0,,
RTD,dim_product,quantity,text,object,string,N/A,,Quantity descriptor for the multipack (e.g. number of consumer units in the pack). Stored as text.,True,False,False,728,X24,X1,X24,2.1 chars,2 chars,X1,627x,7,0,0.0,,
RTD,dim_product,ru_flavor,text,object,string,N/A,,Royal Unibrew internal flavor classification (RTD dataset). RU-defined flavor grouping.,True,False,False,728,LIME,LIME,DIVERSE DRINKS/COCKTAILS,12.2 chars,10 chars,DIVERSE DRINKS/COCKTAILS,222x,25,0,0.0,,
RTD,dim_product,ru_segment,text,object,string,N/A,,Royal Unibrew internal segment classification (RTD dataset). RU-defined segmentation that may differ from Nielsen's standard segment.,True,False,False,728,ALKOHOLSODAVAND,CIDER,DRINKS/COCKTAILS,12.2 chars,15 chars,DRINKS/COCKTAILS,287x,3,0,0.0,,
RTD,dim_product,organic_indicator,text,object,string,N/A,,Flag indicating whether the product is certified organic. Values are typically 'YES'/'NO' or category-specific labels.,True,False,False,728,IKKE ØKOLOGISK,ECOLOGY,IKKE ØKOLOGISK,13.1 chars,14 chars,IKKE ØKOLOGISK,578x,4,0,0.0,,
RTD,dim_product,rub_packaging,text,object,string,N/A,,Royal Unibrew internal packaging grouping (RUB = Royal Unibrew internal classification).,True,False,False,728,GLAS,CAN,CARDBOARD,4.0 chars,4 chars,GLAS,405x,6,0,0.0,,
RTD,dim_product,light_or_regular,text,object,string,N/A,,Sugar content classification: regular (full sugar) vs. light/diet/zero (RTD dataset).,True,False,False,728,REG,REG,LIGHT,3.1 chars,3 chars,REG,702x,2,0,0.0,,
RTD,dim_product,rtd_cider_excluding_drinks_cocktails,text,object,string,N/A,,RTD/cider classification with the DRINKS/COCKTAILS subsegment excluded. Useful for analyzing pure cider performance without RTD cocktail noise.,True,False,False,728,RTD/CIDER ex DRINKS/COCKTAILS,DRINKS/COCKTAILS,RTD/CIDER ex DRINKS/COCKTAILS,23.9 chars,29 chars,RTD/CIDER ex DRINKS/COCKTAILS,441x,2,0,0.0,,
RTD,dim_product,private_label,text,object,string,N/A,,"Flag indicating whether the product is a retailer private label (e.g. Coop's 365, REMA 1000 own brand) versus a branded manufacturer product.",True,False,False,728,NON PRIVATE LABEL,PRIVATE LABEL,NON PRIVATE LABEL,17.0 chars,17 chars,NON PRIVATE LABEL,719x,2,0,0.0,,
RTD,dim_product,product_hierarchy_number,numeric,int64,string,N/A,NULL = hierarchy metadata not populated,Dedup key within a hierarchy level. At level 1 (category) there are typically multiple rows representing different total cuts of the category — ALWAYS filter to product_hierarchy_number = '1' for the canonical category total. At other levels typically '1'. Never NULL.,True,False,True,728,1,1,1,1,1,1,0,1,0,0.0,0,0
RTD,dim_product,product_hierarchy_level,numeric,int64,string,N/A,NULL = hierarchy metadata not populated,"Depth level of the product in the hierarchy. Level 1 = category total, Level 2 = manufacturer/corporation, Level 3 = brand, ... Level 10 = individual UPC/SKU. CRITICAL for avoiding double-counting: never sum metrics across hierarchy levels. Never NULL.",True,False,True,728,9,9,9,9,9,9,0,1,0,0.0,0,0
RTD,dim_product,product_hierarchy_level_name,text,object,string,N/A,NULL = hierarchy metadata not populated,"Human-readable name of the hierarchy level. Values vary by category: CSD uses 'CSD', 'MANUFACTURER', 'BRAND', 'RU SUBBRAND', 'RU VARIANT', 'UPC'. Beer uses similar labels. Use this column to filter to the desired aggregation level (e.g. WHERE product_hierarchy_level_name = 'BRAND'). Never NULL.",True,False,False,728,UPC,UPC,UPC,3.0 chars,3 chars,UPC,728x,1,0,0.0,,
RTD,dim_product,manufacturer,text,object,string,N/A,,Manufacturer of the product as classified by Nielsen. One level below the corporation grouping in the standard Nielsen product hierarchy.,True,False,False,728,CARLSBERG,LIDL,MARK ANTHONY BRANDS INTERNATIONAL,12.7 chars,11 chars,CARLSBERG,162x,78,0,0.0,,
RTD,dim_period,period_id,numeric,int64,string,N/A,not nullable,Foreign key to the Period dimension. Joins facts to period metadata. Never NULL.,True,False,True,41,40700,39522,46904,4.162e+04,40697,39522,2226,41,0,0.0,0,0
RTD,dim_period,period_short_description,text,object,string,N/A,,Nielsen's original short label for the period as delivered (e.g. 'Jan 26'). Raw value preserved from Nielsen delivery.,True,False,False,41,Oct 25 - 4 w/e 26/10/25,Oct 25 - 4 w/e 26/10/25,Oct 25 - 4 w/e 26/10/25,23.0 chars,23 chars,Apr 23 - 4 w/e 30/04/23,1x,41,0,0.0,,
RTD,dim_period,period_long_description,text,object,string,N/A,,Nielsen's original long label for the period as delivered. Human readable.,True,False,False,41,Oct 25 - 4 w/e 26/10/25,Oct 25 - 4 w/e 26/10/25,Oct 25 - 4 w/e 26/10/25,23.0 chars,23 chars,Apr 23 - 4 w/e 30/04/23,1x,41,0,0.0,,
RTD,dim_period,period_end_date,text,object,date,N/A,not nullable,The last calendar day of the measurement period. Nielsen Denmark uses monthly periods built on a 4-4-5 week pattern. Use this column for time-series ordering and chart axes.,True,False,False,41,2025-10-26,2025-10-26,2025-10-26,10.0 chars,10 chars,2023-04-02,1x,41,0,0.0,,
RTD,dim_period,nielsen_calendar,text,object,string,N/A,,Nielsen calendar identifier (e.g. monthly calendar). Indicates which Nielsen periodicity calendar this period belongs to.,True,False,False,41,12F_445,12F_445,12F_445,7.0 chars,7 chars,12F_445,41x,1,0,0.0,,
RTD,dim_period,nielsen_periodicity,text,object,string,N/A,,Periodicity label / display folder used by Nielsen to group periods (e.g. monthly). Used for organizing periods in delivery folders.,True,False,False,41,Months,Months,Months,6.0 chars,6 chars,Months,41x,1,0,0.0,,
RTD,dim_period,period_year,numeric,int64,int,years,not nullable,"Calendar year (integer, e.g. 2026) when the RTD facts row was generated. Derived from period_end_date.",True,False,False,41,2025,2023,2026,2024,2024,2024,1.046,4,0,0.0,0,0
RTD,dim_period,period_month,numeric,int64,int,months,not nullable,Calendar month number 1-12 when the RTD facts row was generated.,True,False,False,41,10,1,12,6.317,6,3,3.35,12,0,0.0,0,0
RTD,dim_period,date_key,text,object,string,N/A,not nullable,Combination of month and year as a single label (e.g. 'January 2026') for the RTD facts row.,True,False,False,41,October 2025,May 2026,September 2025,10.9 chars,11 chars,April 2023,1x,41,0,0.0,,
RTD,dim_market,market_id,numeric,int64,string,N/A,not nullable,Foreign key to the Market dimension. Joins facts to market metadata. Never NULL.,True,False,True,86,2195816,1255956,2195818,1.422e+06,1262121,1255956,2.468e+05,86,0,0.0,0,0
